Nr,Cal,Tw,Available,Topic,Lecture topic,Due date
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
,,,,,,#N/A
